BBG ISIN;NAME;INDUSTRY_SECTOR;INDUSTRY_SUBGROUP;MKT_CAP_LAST_TRD;CUR_MKT_CAP; has_large_mkt_cap ; has_large_mkt_cap ; has_large_mkt_cap ;AMT_ISSUED;SECURITY_TYP;CNTRY_OF_DOMICILE;CRNCY;LAST_UPDATE_DT;RTG_SP_LT_LC_ISSUER_CREDIT;RTG_MDY_ISSUER;VOLUME_AVG_6M;CNTRY_OF_RISK;ULT_PARENT_CNTRY_OF_RISK
DE000PAH0038 ISIN;PORSCHE AUTOMOBIL HLDG-PRF;Consumer, Cyclical;Auto-Cars/Light Trucks;15678.79;15678793068.75; -   ; -   ; -   ;#N/A Field Not Applicable;Preference;DE;USD;08.08.2016;#N/A N/A;#N/A N/A;1340.519653;DE;DE
ES0000101396 ISIN;COMUNIDAD DE MADRID;Government;Municipal-County; #N/A Field Not Applicable ; #N/A Field Not Applicable ; 1.00 ; 1.00 ; 1.00 ;1469380000;EURO-ZONE;ES;EUR;09.08.2016;BBB+;Baa2;#N/A N/A;ES;ES
ES0001352477 ISIN;XUNTA DE GALICIA;Government;Municipal-County; #N/A Field Not Applicable ; #N/A Field Not Applicable ; 1.00 ; 1.00 ; 1.00 ;300000000;EURO-ZONE;ES;EUR;09.08.2016;BBB+;Baa2;#N/A N/A;ES;ES
FR0000120172 ISIN;CARREFOUR SA;Consumer, Non-cyclical;Food-Retail;18134.52;18134518992.92; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;FR;USD;08.08.2016;BBB+;#N/A N/A;1890.047241;FR;FR
FR0000120172 ISIN;CARREFOUR SA;Consumer, Non-cyclical;Food-Retail;18134.52;18134518992.92; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;FR;USD;08.08.2016;BBB+;#N/A N/A;1890.047241;FR;FR
FR0000120321 ISIN;L'OREAL;Consumer, Non-cyclical;Cosmetics&Toiletries;106337.99;106337988913.20; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;FR;USD;08.08.2016;#N/A N/A;#N/A N/A;334.566925;FR;FR
FR0000120321 ISIN;L'OREAL;Consumer, Non-cyclical;Cosmetics&Toiletries;106337.99;106337988913.20; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;FR;USD;08.08.2016;#N/A N/A;#N/A N/A;334.566925;FR;FR
FR0000120404 ISIN;ACCOR SA;Consumer, Cyclical;Hotels&Motels;11603.96;11603956044.20; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;FR;USD;28.07.2016;BBB-;#N/A N/A;516.0944824;FR;FR
FR0000120404 ISIN;ACCOR SA;Consumer, Cyclical;Hotels&Motels;11603.96;11603956044.20; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;FR;USD;28.07.2016;BBB-;#N/A N/A;516.0944824;FR;FR
FR0000120503 ISIN;BOUYGUES SA;Industrial;Building&Construct-Misc;10186.36;10186357298.51; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;FR;USD;04.08.2016;BBB;Baa1;204.2126007;FR;FR
FR0000120537 ISIN;LAFARGE SA;Industrial;Bldg Prod-Cement/Aggreg;18404.77;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;FR;USD;#N/A Field Not Applicable;BBB;#N/A N/A;#N/A N/A;FR;CH
FR0000120537 ISIN;LAFARGE SA;Industrial;Bldg Prod-Cement/Aggreg;18404.77;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;FR;USD;#N/A Field Not Applicable;BBB;#N/A N/A;#N/A N/A;FR;CH
FR0000120578 ISIN;SANOFI;Consumer, Non-cyclical;Medical-Drugs;102994.19;102994199154.26; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;FR;USD;08.08.2016;AA;A1;12808.27539;FR;FR
FR0000120578 ISIN;SANOFI;Consumer, Non-cyclical;Medical-Drugs;102994.19;102994199154.26; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;FR;USD;08.08.2016;AA;A1;12808.27539;FR;FR
FR0000120628 ISIN;AXA SA;Financial;Multi-line Insurance;48557.30;48557303144.42; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;FR;USD;08.08.2016;A-;#N/A N/A;12280.3623;FR;FR
FR0000120628 ISIN;AXA SA;Financial;Multi-line Insurance;48557.30;48557303144.42; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;FR;USD;08.08.2016;A-;#N/A N/A;12280.3623;FR;FR
FR0000121014 ISIN;LVMH MOET HENNESSY LOUIS VUI;Consumer, Cyclical;Textile-Apparel;85581.27;85581277307.43; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;FR;USD;08.08.2016;A+;#N/A N/A;1002.889771;FR;FR
FR0000121667 ISIN;ESSILOR INTERNATIONAL;Consumer, Non-cyclical;Optical Supplies;27371.50;27371501306.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;FR;USD;08.08.2016;#N/A N/A;A2;267.5905457;FR;FR
FR0000121667 ISIN;ESSILOR INTERNATIONAL;Consumer, Non-cyclical;Optical Supplies;27371.50;27371501306.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;FR;USD;08.08.2016;#N/A N/A;A2;267.5905457;FR;FR
FR0000124711 ISIN;UNIBAIL-RODAMCO SE;Financial;REITS-Diversified;26750.41;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;REIT;FR;USD;#N/A Field Not Applicable;A;WR;3.377952814;FR;FR
FR0000125338 ISIN;CAPGEMINI;Technology;Computer Services;16226.55;16226548183.70; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;FR;USD;05.08.2016;BBB;#N/A N/A;470.6062927;FR;FR
FR0000125486 ISIN;VINCI SA;Industrial;Building-Heavy Construct;44660.97;44660971320.63; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;FR;USD;08.08.2016;A-;A3;106.1259842;FR;FR
FR0000130007 ISIN;ALCATEL-LUCENT SA;Communications;Telecommunication Equip;13590.44;13590436465.92; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;FR;USD;08.08.2016;BB+;#N/A N/A;69713.55469;FR;FR
FR0000130577 ISIN;PUBLICIS GROUPE;Communications;Advertising Services;16339.48;16339478687.84; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;FR;USD;04.08.2016;BBB+;Baa2;1024.259888;FR;FR
FR0000130809 ISIN;SOCIETE GENERALE SA;Financial;Diversified Banking Inst;27298.60;27298597952.60; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;FR;USD;05.08.2016;A;#N/A N/A;3732.165283;FR;FR
FR0000130809 ISIN;SOCIETE GENERALE SA;Financial;Diversified Banking Inst;27298.60;27298597952.60; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;FR;USD;05.08.2016;A;#N/A N/A;3732.165283;FR;FR
FR0000131104 ISIN;BNP PARIBAS;Financial;Diversified Banking Inst;61151.46;61151456824.04; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;FR;USD;08.08.2016;A;A1;1859.251953;FR;FR
GB0002374006 ISIN;DIAGEO PLC;Consumer, Non-cyclical;Beverages-Wine/Spirits;71584.66;71584662619.90; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;GB;USD;08.08.2016;A-;A3;9430.842773;GB;GB
GB0002875804 ISIN;BRITISH AMERICAN TOBACCO PLC;Consumer, Non-cyclical;Tobacco;116427.96;116427960807.80; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;GB;USD;03.08.2016;A-;A3;1822.370117;GB;GB
GB0004835483 ISIN;SOUTH AFRICAN BREWERIES;Consumer, Non-cyclical;Brewery;6134.35;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;GB;USD;#N/A Field Not Applicable;A-;#N/A N/A;#N/A N/A;GB;GB
GB0009252882 ISIN;GLAXOSMITHKLINE PLC;Consumer, Non-cyclical;Medical-Drugs;108707.87;108707877923.60; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;GB;USD;08.08.2016;A+;A2;11330.69336;GB;GB
GB0009895292 ISIN;ASTRAZENECA PLC;Consumer, Non-cyclical;Medical-Drugs;85310.55;85310555761.40; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;GB;USD;08.08.2016;A-;#N/A N/A;837.8582764;GB;GB
GB0030913577 ISIN;BT GROUP PLC;Communications;Telephone-Integrated;51623.54;51623540997.60; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;GB;USD;08.08.2016;BBB+;#N/A N/A;3270.425293;GB;GB
GB00B03MLX29 ISIN;ROYAL DUTCH SHELL PLC-A SHS;Energy;Oil Comp-Integrated;205583.54;205583538520.92; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;NL;USD;08.08.2016;A;Aa2;124375.5391;NL;NL
GB00B03MLX29 ISIN;ROYAL DUTCH SHELL PLC-A SHS;Energy;Oil Comp-Integrated;205583.54;205583538520.92; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;NL;USD;08.08.2016;A;Aa2;124375.5391;NL;NL
GB00B1XZS820 ISIN;ANGLO AMERICAN PLC;Basic Materials;Diversified Minerals;14357.00;14356995960.72; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;GB;USD;05.08.2016;BB;WR;3988.188965;GB;GB
HK0000049939 ISIN;CHINA UNICOM HONG KONG LTD;Communications;Cellular Telecom;25383.90;25383905947.98; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;27.07.2016;#N/A N/A;#N/A N/A;4130.188965;CN;CN
HK0000055878 ISIN;CHINA TAIPING INSURANCE HOLD;Financial;Multi-line Insurance;7547.44;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;#N/A Field Not Applicable;BBB+;#N/A N/A;7.874015808;CN;CN
HK0000056264 ISIN;CHINA SOUTH CITY HOLDINGS;Financial;Real Estate Oper/Develop;13370.56;13370557738.33; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;HKD;09.08.2016;B;#N/A N/A;7601746;CN;CN
HK0000063609 ISIN;SWIRE PROPERTIES LTD;Financial;Real Estate Oper/Develop;15502.50;15502500000.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;30.06.2016;A-;A2;150.4960632;HK;HK
HK0000069689 ISIN;AIA GROUP LTD;Financial;Life/Health Insurance;76875.90;76875902829.00; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;HK;USD;08.08.2016;A;#N/A N/A;25487.32227;HK;HK
HK0000069689 ISIN;AIA GROUP LTD;Financial;Life/Health Insurance;76875.90;76875902829.00; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;HK;USD;08.08.2016;A;#N/A N/A;25487.32227;HK;HK
HK0000083920 ISIN;SUN ART RETAIL GROUP LTD;Consumer, Cyclical;Retail-Hypermarkets;6124.49;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;#N/A Field Not Applicable;#N/A N/A;#N/A N/A;134.7086639;HK;HK
HK0002007356 ISIN;CLP HOLDINGS LTD;Utilities;Electric-Integrated;25668.74;25668737791.20; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;03.08.2016;A-;#N/A N/A;304.7322693;HK;HK
HK0002007356 ISIN;CLP HOLDINGS LTD;Utilities;Electric-Integrated;25668.74;25668737791.20; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;03.08.2016;A-;#N/A N/A;304.7322693;HK;HK
HK0004000045 ISIN;WHARF HOLDINGS LTD;Diversified;Diversified Operations;20368.50;20368503637.44; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;05.08.2016;NR;#N/A N/A;2632.590576;HK;HK
HK0004000045 ISIN;WHARF HOLDINGS LTD;Diversified;Diversified Operations;20368.50;20368503637.44; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;05.08.2016;NR;#N/A N/A;2632.590576;HK;HK
HK0006000050 ISIN;POWER ASSETS HOLDINGS LTD;Utilities;Electric-Integrated;20915.76;20915764209.20; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;01.08.2016;A-;#N/A N/A;309.4173279;HK;HK
HK0006000050 ISIN;POWER ASSETS HOLDINGS LTD;Utilities;Electric-Integrated;20915.76;20915764209.20; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;01.08.2016;A-;#N/A N/A;309.4173279;HK;HK
HK0008011667 ISIN;PCCW LTD;Communications;Telecom Services;5702.16;5702158398.18; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;08.08.2016;#N/A N/A;#N/A N/A;3944.992188;HK;HK
HK0011000095 ISIN;HANG SENG BANK LTD;Financial;Commer Banks Non-US;33170.47;33170471469.60; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;HK;USD;08.08.2016;AA-;#N/A N/A;725.1495972;HK;GB
HK0011000095 ISIN;HANG SENG BANK LTD;Financial;Commer Banks Non-US;33170.47;33170471469.60; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;HK;USD;08.08.2016;AA-;#N/A N/A;725.1495972;HK;GB
HK0016000132 ISIN;SUN HUNG KAI PROPERTIES;Financial;Real Estate Oper/Develop;41805.64;41805637836.56; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;HK;USD;01.08.2016;A+;#N/A N/A;3819.842529;HK;HK
HK0016000132 ISIN;SUN HUNG KAI PROPERTIES;Financial;Real Estate Oper/Develop;41805.64;41805637836.56; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;HK;USD;01.08.2016;A+;#N/A N/A;3819.842529;HK;HK
HK0017000149 ISIN;NEW WORLD DEVELOPMENT;Financial;Real Estate Oper/Develop;10047.74;10047736868.16; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;18.07.2016;#N/A N/A;#N/A N/A;171.2440948;HK;HK
HK0017000149 ISIN;NEW WORLD DEVELOPMENT;Financial;Real Estate Oper/Develop;10047.74;10047736868.16; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;18.07.2016;#N/A N/A;#N/A N/A;171.2440948;HK;HK
HK0019000162 ISIN;SWIRE PACIFIC LTD - CL A;Diversified;Diversified Operations;16988.80;16988803166.34; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;#N/A Field Not Applicable;A-;#N/A N/A;258.3464661;HK;HK
HK0019000162 ISIN;SWIRE PACIFIC LTD - CL A;Diversified;Diversified Operations;16988.80;16988803166.34; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;#N/A Field Not Applicable;A-;#N/A N/A;258.3464661;HK;HK
HK0023000190 ISIN;BANK OF EAST ASIA LTD;Financial;Commer Banks Non-US;11054.59;11054592967.96; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;29.07.2016;A;#N/A N/A;440.5275574;HK;HK
HK0066009694 ISIN;MTR CORP;Industrial;Transport-Rail;27677.96;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;#N/A Field Not Applicable;AAA;Aa1;81.73228455;HK;HK
HK0083000502 ISIN;SINO LAND CO;Financial;Real Estate Oper/Develop;8865.42;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;#N/A Field Not Applicable;#N/A N/A;#N/A N/A;#N/A N/A;HK;HK
HK0083000502 ISIN;SINO LAND CO;Financial;Real Estate Oper/Develop;8865.42;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;#N/A Field Not Applicable;#N/A N/A;#N/A N/A;#N/A N/A;HK;HK
HK0101000591 ISIN;HANG LUNG PROPERTIES LTD;Financial;Real Estate Oper/Develop;9444.07;9444068907.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;26.07.2016;#N/A N/A;#N/A N/A;11537.10254;HK;HK
HK0101000591 ISIN;HANG LUNG PROPERTIES LTD;Financial;Real Estate Oper/Develop;9444.07;9444068907.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;26.07.2016;#N/A N/A;#N/A N/A;11537.10254;HK;HK
HK0165000859 ISIN;CHINA EVERBRIGHT LTD;Financial;Diversified Finan Serv;3319.95;3319949812.64; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;08.08.2016;#N/A N/A;#N/A N/A;7523.929199;CN;CN
HK0285041858 ISIN;BYD ELECTRONIC INTL CO LTD;Communications;Telecommunication Equip;1622.31;1622307240.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;04.08.2016;#N/A N/A;#N/A N/A;703.9527588;CN;CN
HK0291001490 ISIN;CHINA RESOURCES BEER HOLDIN;Consumer, Non-cyclical;Brewery;6488.35;6488353810.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;25.07.2016;#N/A N/A;#N/A N/A;82.47185516;CN;CN
HK0291001490 ISIN;CHINA RESOURCES BEER HOLDIN;Consumer, Non-cyclical;Brewery;6488.35;6488353810.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;25.07.2016;#N/A N/A;#N/A N/A;82.47185516;CN;CN
HK0388045442 ISIN;HONG KONG EXCHANGES & CLEAR;Financial;Finance-Other Services;29546.28;29546281423.59; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;04.08.2016;#N/A N/A;#N/A N/A;247.2519684;HK;HK
HK0388045442 ISIN;HONG KONG EXCHANGES & CLEAR;Financial;Finance-Other Services;29546.28;29546281423.59; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;04.08.2016;#N/A N/A;#N/A N/A;247.2519684;HK;HK
HK0656038673 ISIN;FOSUN INTERNATIONAL LTD;Basic Materials;Steel-Producers;11195.83;11195827687.20; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;08.08.2016;BB;#N/A N/A;2108.078857;CN;CN
HK0669013440 ISIN;TECHTRONIC INDUSTRIES CO LTD;Industrial;Mach Tools&Rel Products;7410.20;7410196041.64; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;29.06.2016;#N/A N/A;#N/A N/A;692.9921265;HK;HK
HK0688002218 ISIN;CHINA OVERSEAS LAND & INVEST;Financial;Real Estate Oper/Develop;32046.89;32046889488.25; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;12.07.2016;BBB+;Baa1;334.3543396;CN;CN
HK0823032773 ISIN;LINK REIT;Financial;REITS-Shopping Centers;16251.98;16251977518.24; -   ; -   ; -   ;#N/A Field Not Applicable;REIT;HK;USD;05.08.2016;A;A2;2801.338623;HK;HK
HK0941009539 ISIN;CHINA MOBILE LTD;Communications;Cellular Telecom;253793.62;253793610508.32; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;HK;USD;08.08.2016;AA-;#N/A N/A;7929.181152;CN;CN
HK0992009065 ISIN;LENOVO GROUP LTD;Technology;Computers;7872.87;7872870232.72; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;08.08.2016;#N/A N/A;#N/A N/A;58227.51953;CN;CN
HK0992009065 ISIN;LENOVO GROUP LTD;Technology;Computers;7872.87;7872870232.72; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;08.08.2016;#N/A N/A;#N/A N/A;58227.51953;CN;CN
HK1111036765 ISIN;CHONG HING BANK LTD;Financial;Commer Banks Non-US;696.00;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;#N/A Field Not Applicable;#N/A N/A;#N/A N/A;#N/A N/A;CN;CN
HK2388011192 ISIN;BOC HONG KONG HOLDINGS LTD;Financial;Commer Banks Non-US;34678.72;34678719272.48; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;HK;USD;29.07.2016;#N/A N/A;#N/A N/A;1926.173218;HK;CN
HK2388011192 ISIN;BOC HONG KONG HOLDINGS LTD;Financial;Commer Banks Non-US;34678.72;34678719272.48; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;HK;USD;29.07.2016;#N/A N/A;#N/A N/A;1926.173218;HK;CN
HK3377040226 ISIN;SINO-OCEAN GROUP HOLDING LTD;Financial;Real Estate Oper/Develop;3035.61;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;#N/A Field Not Applicable;BBB-;#N/A N/A;24.88976288;CN;CN
IE00B56GVS15 ISIN;ALKERMES PLC;Consumer, Non-cyclical;Medical-Drugs;7153.48;7153476381.60; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;IE;USD;08.08.2016;BB-;#N/A N/A;1254651.75;US;US
IE00BD1NQJ95 ISIN;ACTAVIS PLC;Consumer, Non-cyclical;Medical-Drugs; #N/A N/A ; #N/A N/A ; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;#N/A Field Not Applicable;BBB;#N/A N/A;#N/A N/A;US;US
IE00BD1NQJ95 ISIN;ACTAVIS PLC;Consumer, Non-cyclical;Medical-Drugs; #N/A N/A ; #N/A N/A ; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;#N/A Field Not Applicable;BBB;#N/A N/A;#N/A N/A;US;US
IE00BLNN3691 ISIN;WEATHERFORD INTERNATIONAL PL;Energy;Oil-Field Services;5090.14;5090141070.96; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CH;USD;08.08.2016;BB-;#N/A N/A;19719214;US;US
IE00BQRQXQ92 ISIN;TYCO INTERNATIONAL PLC;Industrial;Electronic Secur Devices;19252.55;19252554657.39; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;A-     *-;WR;3223987.25;US;US
IE00BQRQXQ92 ISIN;TYCO INTERNATIONAL PLC;Industrial;Electronic Secur Devices;19252.55;19252554657.39; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;US;USD;08.08.2016;A-     *-;WR;3223987.25;US;US
IL0011214744 ISIN;ISRAEL LAND DEVELOPMENT CO E;Energy;Oil Comp-Explor&Prodtn;28.80;28803486.65; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;IL;ILs;09.08.2016;#N/A N/A;#N/A N/A;65923.82;IL;IL
IT0000062072 ISIN;ASSICURAZIONI GENERALI;Financial;Multi-line Insurance;19576.54;19576538401.90; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;IT;USD;04.08.2016;NR;#N/A N/A;179.1968536;IT;IT
IT0003261069 ISIN;ASTALDI SPA;Industrial;Building-Heavy Construct;721.45;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;IT;USD;#N/A Field Not Applicable;B      *-;#N/A N/A;#N/A N/A;IT;IT
JE00B55Q3P39 ISIN;GENEL ENERGY PLC;Energy;Oil Comp-Explor&Prodtn;361.90;361897221.40; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;GB;USD;08.08.2016;#N/A N/A;#N/A N/A;2208.763672;GB;GB
JE00B5WLXH36 ISIN;POLYUS GOLD INTERNATIONAL LT;Basic Materials;Gold Mining;8975.16;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;GB;USD;#N/A Field Not Applicable;BB-;#N/A N/A;#N/A N/A;RU;RU
JP3190000004 ISIN;OBAYASHI CORP;Industrial;Building&Construct-Misc;7236.74;7236741749.38; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;JP;USD;15.07.2016;NR;#N/A N/A;31.4251976;JP;JP
JP3435000009 ISIN;SONY CORP;Consumer, Cyclical;Audio/Video Products;40668.94;40668940596.60; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;JP;USD;08.08.2016;BBB-;Ba1;118138.3594;JP;JP
JP3436100006 ISIN;SOFTBANK GROUP CORP;Communications;Telephone-Integrated;70096.95;70096953429.43; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;JP;USD;08.08.2016;BB+;WR;6229.34668;JP;JP
JP3436120004 ISIN;SBI HOLDINGS INC;Communications;Internet Financial Svcs;2369.13;2369126578.55; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;JP;USD;28.07.2016;#N/A N/A;#N/A N/A;22.96063042;JP;JP
JP3442850008 ISIN;TAISHO PHARMACEUTICAL HOLDIN;Consumer, Non-cyclical;Medical-Drugs;9464.66;9464663565.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;JP;USD;20.07.2016;#N/A N/A;#N/A N/A;154.3307037;JP;JP
JP3686800008 ISIN;NIPPON SHEET GLASS CO LTD;Industrial;Bldg Prod-Doors&Windows;722.84;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;JP;USD;#N/A Field Not Applicable;NR;#N/A N/A;2.748031378;JP;JP
JP3802300008 ISIN;FAST RETAILING CO LTD;Consumer, Cyclical;Retail-Apparel/Shoe;37973.31;37973308111.44; 1.00 ; -   ; 1.00 ;#N/A Field Not Applicable;Common Stock;JP;USD;05.08.2016;A;#N/A N/A;86.35433197;JP;JP
JP3898400001 ISIN;MITSUBISHI CORP;Consumer, Cyclical;Import/Export;30227.36;30227360937.51; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;JP;USD;04.08.2016;A;A2;3743.299316;JP;JP
JP3902900004 ISIN;MITSUBISHI UFJ FINANCIAL GRO;Financial;Diversified Banking Inst;74386.48;74386482555.00; 1.00 ; 1.00 ; 1.00 ;#N/A Field Not Applicable;Common Stock;JP;USD;08.08.2016;A;A1;80113.50781;JP;JP
KYG040111059 ISIN;ANTA SPORTS PRODUCTS LTD;Consumer, Cyclical;Retail-Apparel/Shoe;5102.62;5102617524.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;13.07.2016;#N/A N/A;#N/A N/A;421.0078735;CN;CN
KYG0535Q1331 ISIN;ASM PACIFIC TECHNOLOGY;Technology;Semiconductor Equipment;2984.87;#N/A N/A; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;HK;USD;#N/A Field Not Applicable;BB+;#N/A N/A;25.11811066;HK;HK
KYG097021045 ISIN;BELLE INTERNATIONAL HOLDINGS;Consumer, Cyclical;Retail-Apparel/Shoe;5650.94;5650936110.00; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;02.08.2016;#N/A N/A;#N/A N/A;676.1653442;CN;CN
KYG112591014 ISIN;BIOSTIME INTERNATIONAL HOLDI;Consumer, Non-cyclical;Consumer Products-Misc;2080.29;2080287877.80; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;30.06.2016;BB;#N/A N/A;379.3464661;CN;CN
KYG1179M1078 ISIN;BLOOMAGE BIOTECHNOLOGY;Basic Materials;Chemicals-Specialty;4605.94;4605941688.48; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;HKD;09.08.2016;#N/A N/A;#N/A N/A;542350.5;CN;VG
KYG121611084 ISIN;BOER POWER HOLDINGS LTD;Industrial;Power Conv/Supply Equip; #N/A N/A ; #N/A N/A ; -   ; -   ; -   ;#N/A Field Not Applicable;Common Stock;CN;USD;#N/A Field Not Applicable;#N/A N/A;#N/A N/A;#N/A N/A;CN;CN
